nan
До 10 номеров (включительно) 12 мес.
От 31 до 100 номеров (включительно) 12 мес.
Более 100 номеров 12 мес.
От 11 до 30 номеров (включительно) 12 мес.
От 101 до 200 номеров (включительно) 12 мес.
От 31 до 100 номеров (включительно) 6 мес.
Более 100 номеров 3 мес.
От 31 до 100 номеров (включительно) 3 мес.
От 201 до 350 номеров (включительно) 12 мес.
